Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
Afghanistan,2012,Developing,59.5,272,69,0.01,78.1842153,67,2787,17.6,93,67,8.52,67,0.1,669.959,3696958,17.9,18,0.463,9.8
Albania,2012,Developing,76.9,86,0,5.14,412.4433563,99,9,55.8,1,99,5.59,99,0.1,4247.61438,2941,1.3,1.4,0.752,14.2
Algeria,2012,Developing,75.1,113,21,0.66,555.9260834,95,18,56.1,24,95,6.14,95,0.1,5564.82566,37565847,5.9,5.8,0.732,14.4
Angola,2012,Developing,56,358,72,8.24,256.1225243,75,4458,21.5,110,75,3.3,75,2.6,4598.249988,259615,8.8,8.6,0.508,10.3
Antigua and Barbuda,2012,Developing,75.9,134,0,8.18,2156.229842,98,0,45.7,0,97,5.39,98,0.2,12565.44197,NA,3.3,3.3,0.778,13.8
Argentina,2012,Developing,75.9,12,9,8.35,1133.558003,91,2,61,10,99,5.2,91,0.1,12969.7712,4296739,1,0.9,0.822,17.2
Armenia,2012,Developing,74.4,121,1,3.89,274.1526986,95,0,52.6,1,96,4.48,95,0.1,3684.8481,2881922,2,2.1,0.732,12.7
Australia,2012,Developed,82.3,61,1,10.03,11714.99858,91,199,65,1,92,9.36,92,0.1,67677.63477,22728254,0.6,0.6,0.93,20.1
Austria,2012,Developed,88,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,8429991,1.8,2,0.884,15.7
Azerbaijan,2012,Developing,71.9,123,5,0.01,285.6103912,88,0,49.7,6,92,5.37,89,0.1,7496.335728,9295784,2.8,2.8,0.742,11.8
Bahamas,2012,Developing,74.9,167,0,9.5,0,96,0,62.6,0,99,7.43,98,0.2,NA,NA,2.5,2.5,0.789,12.6
Bahrain,2012,Developing,76.5,71,0,1.7,2211.2157779999998,99,0,61.5,0,99,4.37,99,0.1,23649.36661,NA,6.1,6,0.812,14.5
Bangladesh,2012,Developing,77,137,111,0.01,59.2589257,94,1986,16.4,139,94,3.8,94,0.1,856.342857,15572753,18.5,19,0.557,9.9
Barbados,2012,Developing,75.1,12,0,8.61,260.0043858,87,0,52.2,0,88,7.43,87,0.1,15384.8749,NA,3.8,3.8,0.785,15.3
Belarus,2012,Developing,71.9,194,0,16.35,91.70962117,97,10,6.5,1,98,5.1,98,0.1,694.243915,9464495,2,2.1,0.793,15.6
Belgium,2012,Developed,83,78,0,10.08,664.4738975,98,109,62.6,1,99,1.54,99,0.1,4474.5717,11128246,0.9,0.9,0.886,16.2
Belize,2012,Developing,69.4,189,0,6.66,582.8027185,98,0,48.5,0,98,5.45,98,0.1,4673.63848,33671,3.5,3.4,0.702,12.5
Benin,2012,Developing,59.3,251,25,0.01,9.80407467,8,288,24.1,39,8,4.86,8,1.3,837.9551,972916,7.4,7.3,0.458,10
Bhutan,2012,Developing,68.7,223,0,0.01,188.7373664,97,1,21.9,1,97,3.7,97,0.6,2422.816,752967,16.1,16.7,0.581,12.3
Bolivia (Plurinational State of),2012,Developing,69.8,194,8,3.89,0,93,0,5.6,11,93,5.56,93,0.1,NA,NA,1.2,1.1,0.655,13.8
Bosnia and Herzegovina,2012,Developing,76.8,92,0,4.61,693.8226461,92,22,54.2,0,87,9.94,92,0.1,4716.673325,36482,2.5,2.5,0.728,13.9
Botswana,2012,Developing,63.4,3,2,0.01,12.83447357,95,7,36.2,3,96,6.27,95,4.4,729.231453,289315,7.3,7,0.687,12.5
Brazil,2012,Developing,74.5,148,49,7.55,843.1946259,96,2,53.6,54,96,8.26,95,0.1,12291.46685,256983,2.8,2.8,0.73,14.2
Brunei Darussalam,2012,Developing,78.3,79,0,0.01,3192.634413,99,1,38.2,0,99,2.3,99,0.1,47651.2599,NA,5.8,5.3,0.852,14.4
Bulgaria,2012,Developed,73.9,139,1,10.99,851.450672,95,1,63.9,1,95,7.11,95,0.1,7378.25539,735888,1.9,1.9,0.778,14.3
Burkina Faso,2012,Developing,58.6,271,41,4.75,78.76987363,9,7362,17.7,68,9,5.33,9,0.8,673.8227,16571216,8.6,8.1,0.384,7.2
Burundi,2012,Developing,58,312,22,0.01,38.73170505,96,49,17.1,33,96,8.21,96,1.2,265.285651,931971,7.5,7.5,0.393,10.3
Côte d'Ivoire,2012,Developing,52,415,59,3.24,0,82,137,26.2,82,83,6.14,82,2.9,NA,NA,5.9,5.9,NA,NA
Cabo Verde,2012,Developing,72.7,121,0,0.01,33.55888998,94,0,29,0,94,4.61,94,0.3,348.482762,513979,7.1,7.1,0.636,13.2
Cambodia,2012,Developing,67.4,186,12,0.01,6.914723983,86,15,17.6,14,84,6.24,86,0.3,95.244132,14776866,11,11.2,0.54,10.7
Cameroon,2012,Developing,55.9,369,50,0.01,68.55839112,85,609,27.2,76,85,4.34,85,4.6,1255.648189,2182383,5.9,5.9,0.496,10.4
Canada,2012,Developing,81.6,68,2,8.3,9748.636237,7,10,65.3,2,99,1.78,95,0.1,52496.69487,3475545,0.5,0.5,0.907,15.9
Central African Republic,2012,Developing,53,439,16,0.01,7.344808214,47,141,21.2,23,47,3.62,47,5.1,486.41114,449416,8.7,8.6,0.366,7.1
Chad,2012,Developing,51.8,367,46,0.62,57.8242709,4,120,17.9,79,51,3,4,3.6,973.472574,1275135,9,8.9,0.381,7.3
Chile,2012,Developing,79.9,84,2,6.76,2260.777642,9,0,61.8,2,9,7.24,9,0.1,15431.9293,1739746,0.8,0.8,0.826,15.5
China,2012,Developing,75.4,89,201,5.74,94.4344566,99,6183,3,233,99,5.26,99,0.1,6337.882993,135695,3.9,3.3,0.703,12.4
Colombia,2012,Developing,74.3,143,11,4.44,1487.896562,92,1,55.7,13,91,6.93,91,0.1,7884.984429,46881475,2.1,1.9,0.707,13.2
Comoros,2012,Developing,62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723868,6.9,6.7,0.484,10.8
Congo,2012,Developing,63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,NA,NA,7.9,7.5,0.557,10.2
Costa Rica,2012,Developing,79.2,97,1,3.34,2568.237059,91,0,57.5,1,9,9.56,91,0.1,9985.36959,4654122,1.8,1.7,0.758,13.6
Croatia,2012,Developed,77.1,14,0,11.49,1851.713262,98,2,61.9,0,96,7.8,96,0.1,13235.97757,4267558,1.5,1.5,0.815,14.6
Cuba,2012,Developing,78.7,96,1,4.16,742.1961992,96,0,59.2,1,98,8.59,99,0.1,6425.941119,NA,3.4,3.2,0.778,15.7
Cyprus,2012,Developed,80,56,0,10.55,2159.756205,96,1,58.7,0,99,7.44,99,0.1,28951.15556,113562,0.9,1,0.85,13.8
Czechia,2012,Developed,78,93,0,12.71,0,99,22,64.5,0,99,7.55,99,0.1,NA,NA,1.8,1.9,NA,NA
Democratic People's Republic of Korea,2012,Developing,69.8,149,7,3.61,0,96,0,31.3,9,99,NA,96,0.1,NA,NA,5.1,5.1,NA,NA
Democratic Republic of the Congo,2012,Developing,58.3,277,239,0.01,0,75,72029,2.1,317,76,3.77,75,1.5,NA,NA,1,9.8,NA,NA
Denmark,2012,Developed,80,76,0,9.26,928.4170785,NA,2,57.7,0,94,1.98,94,0.1,5857.521,5591572,1.1,0.9,0.922,18.4
Djibouti,2012,Developing,62.2,263,1,0.52,217.2125786,81,709,33.2,2,81,8.95,81,1.9,1536.15685,881185,5.6,5.5,0.46,6.3
Dominican Republic,2012,Developing,72.1,174,6,5.93,857.1307037,74,0,55.8,7,85,4.26,85,0.4,5968.876767,115495,3.3,3.2,0.706,13.1
Ecuador,2012,Developing,75.5,127,7,3.92,41.88087712,88,72,52.1,8,85,6.48,87,0.1,572.14313,15419666,1.3,1.2,0.717,13.3
Egypt,2012,Developing,72,165,54,0.23,0,93,245,58.6,64,93,5.29,93,0.1,NA,NA,2.9,2.8,0.673,12.4
El Salvador,2012,Developing,73,181,2,2.48,591.7757569,92,0,54.1,2,93,6.7,92,0.3,3827.786267,6221246,1.6,1.6,0.67,13.2
Equatorial Guinea,2012,Developing,56.7,337,3,11.89,1500.412635,NA,1190,23,4,3,4,24,8.2,21557.6528,138593,8.7,8.7,0.583,9.2
Eritrea,2012,Developing,63.6,274,6,0.01,0,94,194,17,8,94,2.98,94,0.6,NA,NA,8.7,8.6,0.41,5
Estonia,2012,Developing,76.3,135,0,0.01,2263.103797,94,4,58.5,0,94,6.36,94,0.1,17421.8922,1322696,1.9,1.9,0.85,16.5
Ethiopia,2012,Developing,63.3,241,150,1.84,86.82551124,69,4347,16.4,221,7,5.77,69,1.2,468.567249,92444183,1.7,1.5,0.422,8.4
Fiji,2012,Developing,69.4,195,0,0.01,431.4854874,99,0,6.2,0,99,4.16,99,0.1,4546.73854,873596,4,3.7,0.714,14.9
Finland,2012,Developing,84,82,0,9.24,5889.012536,NA,0,61,0,99,9.3,99,0.1,47415.55987,5413971,0.9,0.8,0.884,17
France,2012,Developing,81.5,83,3,11.5,751.3793553,78,0,61.1,3,99,11.44,99,0.1,4838.2444,6565979,0.6,0.6,0.885,16.1
Gabon,2012,Developing,63.5,276,2,8.3,805.3925284,82,2,34.6,3,8,3.13,82,4.9,9774.18117,1756817,6.3,6.2,0.669,12.5
Gambia,2012,Developing,62,269,3,0.01,0,98,0,25.4,5,98,6.12,98,1.4,NA,NA,7.8,7.7,0.44,8.8
Georgia,2012,Developing,74.2,13,1,7.71,158.2576025,92,31,53.6,1,93,8.57,92,0.1,4142.869175,3825,2.6,2.8,0.749,13.4
Germany,2012,Developed,86,71,2,11.18,839.91332,88,166,6.9,3,94,1.99,95,0.1,4465.24891,8425823,1.1,1.1,0.916,16.9
Ghana,2012,Developing,61.6,257,39,0.01,151.899429,92,1613,26.7,56,91,4.79,92,0.9,1629.8222,2573349,6.7,6.6,0.563,11.2
Greece,2012,Developing,84,76,0,8.2,2528.992935,98,3,64.9,0,99,9.24,99,0.1,22242.68193,114511,0.8,0.7,0.858,16.8
Grenada,2012,Developing,73.1,146,0,8.07,865.9999782,97,0,45.6,0,98,6.36,97,0.1,7583.1872,NA,3.8,3.8,0.744,15.8
Guatemala,2012,Developing,71.3,189,11,2.02,484.7187892,96,0,48.6,13,94,6.33,96,0.4,3299.65139,1527156,1.2,1.2,0.616,10.6
Guinea,2012,Developing,58.4,288,28,0.01,4.344930862,62,6,21.7,42,63,5.39,62,1.9,52.3485646,11281469,7.8,7.8,0.396,8.5
Guinea-Bissau,2012,Developing,57.6,285,4,0.01,0.948526366,87,0,24.3,6,87,5.96,87,5.3,67.7518833,1638139,7.7,7.5,0.416,9.1
Guyana,2012,Developing,65.8,22,0,7.57,497.4719464,97,0,44.1,1,97,6.57,97,0.3,3785.935665,75391,5.6,5.3,0.63,10.6
Haiti,2012,Developing,62.3,259,15,5.68,26.37942542,NA,0,46.5,20,67,9.88,67,0.8,766.8437623,128921,3.9,3.9,0.477,8.9
Honduras,2012,Developing,74.1,151,4,3.11,363.5721644,97,0,48.4,4,97,9.78,97,0.4,2178.38325,855646,2.2,2.1,0.614,11.6
Hungary,2012,Developed,75,146,0,11.27,164.2793407,NA,2,63,1,99,7.74,99,0.1,12834.32349,992362,1.7,1.7,0.823,15.4
Iceland,2012,Developed,82.5,5,0,7.81,6818.546407,NA,0,59.7,0,89,8.68,89,0.1,44333.8518,32716,1,0.9,0.901,18.7
India,2012,Developing,67.3,19,1100,3.1,64.96964491,73,18668,17,1400,79,4.39,82,0.2,1446.98541,126365852,26.9,27.6,0.59,11.3
Indonesia,2012,Developing,68.5,183,129,0.08,254.4688257,83,15489,24.7,154,84,2.9,83,0.3,3687.953996,248883232,1.5,1.4,0.669,12.6
Iran (Islamic Republic of),2012,Developing,75.1,85,21,0.01,0,98,332,56,24,99,6.98,99,0.1,NA,NA,8,8.2,0.755,13.6
Iraq,2012,Developing,76,147,32,0.01,429.6625083,61,15,57.2,39,7,5.26,69,0.1,6651.12242,32776571,5.3,5.1,0.656,10.5
Ireland,2012,Developed,85,69,0,11.49,6616.695125,95,107,6.5,0,95,8.32,95,0.1,49231.36254,4586897,0.3,0.2,0.895,18.5
Israel,2012,Developing,81.8,6,1,2.78,3830.184587,97,211,63.8,1,94,7.73,94,0.1,32569.59683,7915,1.2,1.1,0.889,15.9
Italy,2012,Developed,82,6,2,7.49,4793.904924,96,376,62.1,2,96,9.28,97,0.1,34814.12436,59539717,0.5,0.6,0.877,16.6
Jamaica,2012,Developing,75.3,138,1,3.65,37.17108782,96,0,52,1,96,5.66,96,0.5,521.33363,284992,1.8,1.7,0.725,12.8
Japan,2012,Developed,83.3,58,2,7.39,121.5869163,NA,228,27.8,3,99,1.17,97,0.1,4863.47665,127629,1.9,1.7,0.889,15.3
Jordan,2012,Developing,73.7,115,4,0.41,67.70171064,98,3,63.2,4,98,8,98,0.1,387.753211,7992573,3.9,3.9,0.735,12.9
Kazakhstan,2012,Developing,69.1,214,6,6.82,235.3566066,95,55,5.6,7,98,4.32,99,0.1,12387.18982,16791425,2.4,2.5,0.774,14.7
Kenya,2012,Developing,62.1,263,59,1.81,154.2269697,94,0,2.1,84,94,5.49,94,3,1155.2582,43646629,8,7.8,0.536,11.1
Kiribati,2012,Developing,65.7,24,0,0.01,147.4549755,94,0,76.2,0,92,1.37,94,0.1,1763.815497,16613,0.1,0.1,0.581,11.9
Kuwait,2012,Developing,74.3,84,1,0.01,2957.973963,98,27,69.5,1,98,2.57,98,0.1,51264.7134,NA,3.4,3.3,0.794,13.2
Kyrgyzstan,2012,Developing,69.9,18,3,0.01,0,96,0,42.2,4,94,6.97,96,0.1,NA,NA,3.2,3.3,0.638,12.3
Lao People's Democratic Republic,2012,Developing,64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,NA,NA,9.1,9.2,0.554,10.2
Latvia,2012,Developed,73.8,163,0,10.21,1356.022164,9,3,59.8,0,91,5.91,91,0.1,13822.8559,234319,2.2,2.2,0.812,15.5
Lebanon,2012,Developing,75,93,1,1.53,151.1526829,81,9,64.4,1,75,6.99,81,0.1,8787.94668,491644,4.8,4.8,0.763,13.3
Lesotho,2012,Developing,52.2,513,4,0.01,168.1348992,95,179,3.8,6,93,11.14,95,9,1281.516,289928,6.4,6.2,0.479,11
Liberia,2012,Developing,67,261,9,0.01,48.09891474,8,43,25.6,12,8,1.19,8,1.2,415.361958,4181563,7,6.9,0.416,9.6
Libya,2012,Developing,72.9,133,2,0.01,0,98,320,61.8,2,98,4.3,98,0.1,NA,NA,5.6,5.4,0.706,13.7
Lithuania,2012,Developed,73,176,0,15.14,1807.071336,93,0,6.9,0,93,6.67,93,0.1,14341.836,2987773,2.7,2.7,0.83,16.5
Luxembourg,2012,Developed,81.1,7,0,11.34,2284.58215,94,2,6.1,0,99,7.18,99,0.1,16749.136,53946,0.9,0.9,0.892,13.9
Madagascar,2012,Developing,64.3,235,30,0.87,59.97914461,7,2,19,42,71,3.46,7,0.4,443.9611,22346573,7.4,7.3,0.506,10.2
Malawi,2012,Developing,55.3,42,31,0.01,82.76865922,96,11,18.4,46,95,12.6,96,8.3,374.51882,169735,6.6,6.5,0.454,10.7
Malaysia,2012,Developing,74.5,129,3,0.53,101.609245,97,1868,37.4,4,97,4.1,97,0.1,1779.49641,2917456,7.9,7.7,0.776,12.9
Maldives,2012,Developing,77.6,65,0,0.01,1259.940376,99,0,24.1,0,99,9.16,99,0.1,6541.7465,385,13.8,13.9,0.675,12.1
Mali,2012,Developing,57.2,27,53,0.01,96.5465827,66,341,21.9,88,72,6.47,66,1.5,777.3476868,16667,8.3,8.1,0.411,7.7
Malta,2012,Developed,81,58,0,7.67,343.123395,93,0,68.4,0,99,9.95,99,0.1,2193.8836,419455,0.8,0.7,0.821,14.1
